id,jobId,orderItemId,orderNumber,studioName,status,pdfPath,fileName,side,colorMode,error,sortOrder,updatedAt
cmo6tggj80007101vhj2mjslx,a2644e9a-39f6-4524-b470-c5b7f7605ead,cmo6tdzyz000xxm9i51o3lip1,260420-007,인천달빛스쿠터,completed,Z:\출력팀\Wooceo_출력백업\!2025년\접수대기\260420\인디고\4도\양면\260420-007_인천달빛스쿠터_양면_1up.pdf,260420-007_인천달빛스쿠터_양면_1up.pdf,양면,,,1,2026-04-20 06:31:34.52
cmo6qxnfr0002emjyl76oo9d0,bd6d76ac-8eec-4c33-b4d8-c3bf09d10b3d,cmo6nd30d000cgqcd1k1wsvsr,260420-003,인천달빛스쿠터,completed,Z:\출력팀\Wooceo_출력백업\!2025년\접수대기\260420\기타\양면\260420-003_인천달빛스쿠터_양면_1up.pdf,260420-003_인천달빛스쿠터_양면_1up.pdf,양면,,,2,2026-04-20 05:20:35.464
cmo6rb9xg000512e8lrqb2oda,6f33a0a7-62af-4647-bfde-b9b1ba8332a2,cmnjp3e2k005noej68etm53cy,260404-007,인천달빛스쿠터,failed,,,,,"유효한 이미지 파일이 없습니다. (총 18개 파일, originalPath=null, urlType=/uploads/temp/tf-1775268482721-34l702xm1/originals...)",5,2026-04-20 05:31:13.198
cmo6rb9xg000012e8ct92aq4c,6f33a0a7-62af-4647-bfde-b9b1ba8332a2,cmo6o24mv0005rtknle7x3319,260420-004,인천달빛스쿠터,completed,Z:\출력팀\Wooceo_출력백업\!2025년\접수대기\260420\기타\양면\260420-004_인천달빛스쿠터_양면_1up.pdf,260420-004_인천달빛스쿠터_양면_1up.pdf,양면,,,0,2026-04-20 05:31:01.08
cmo6rb9xg000112e8udmpadwr,6f33a0a7-62af-4647-bfde-b9b1ba8332a2,cmo6nd30d000cgqcd1k1wsvsr,260420-003,인천달빛스쿠터,completed,Z:\출력팀\Wooceo_출력백업\!2025년\접수대기\260420\기타\양면\260420-003_인천달빛스쿠터_양면_1up.pdf,260420-003_인천달빛스쿠터_양면_1up.pdf,양면,,,1,2026-04-20 05:31:09.529
cmo6rb9xg000612e8odyrl0bj,6f33a0a7-62af-4647-bfde-b9b1ba8332a2,cmnjp32bu0053oej6pzan27rk,260404-006,인천달빛스쿠터,failed,,,,,"유효한 이미지 파일이 없습니다. (총 5개 파일, originalPath=null, urlType=/uploads/temp/tf-1775268484063-kcsko1uy1/originals...)",6,2026-04-20 05:31:13.218
cmo6tggj80008101vc0wda79x,a2644e9a-39f6-4524-b470-c5b7f7605ead,cmo6tdzh60005xm9ikggeo7pa,260420-006,인천달빛스쿠터,completed,Z:\출력팀\Wooceo_출력백업\!2025년\접수대기\260420\인디고\4도\양면\260420-006_인천달빛스쿠터_양면_1up.pdf,260420-006_인천달빛스쿠터_양면_1up.pdf,양면,,,2,2026-04-20 06:31:47.463
cmo81lbys002pajuuawepimwm,ab473f1b-0464-4f90-8ddc-816a2fc6c375,cmo81izee001aajuufhgw16du,260421-003,인천달빛스쿠터,completed,Z:\출력팀\Wooceo_출력백업\!2025년\접수대기\260421\인디고\4도 풀컬러 단면\단면\260421-003_인천달빛스쿠터_4도 풀컬러 단면_단면_압축제본_웨딩_용지별도_1up.pdf,260421-003_인천달빛스쿠터_4도 풀컬러 단면_단면_압축제본_웨딩_용지별도_1up.pdf,단면,4도 풀컬러 단면,,0,2026-04-21 03:06:32.293
cmo81lbys002qajuuslaehvh6,ab473f1b-0464-4f90-8ddc-816a2fc6c375,cmo81iygn0008ajuukwkb36lt,260421-002,인천달빛스쿠터,completed,Z:\출력팀\Wooceo_출력백업\!2025년\접수대기\260421\인디고\4도 풀컬러 단면\단면\260421-002_인천달빛스쿠터_4도 풀컬러 단면_단면_압축제본_웨딩_용지별도_1up.pdf,260421-002_인천달빛스쿠터_4도 풀컬러 단면_단면_압축제본_웨딩_용지별도_1up.pdf,단면,4도 풀컬러 단면,,1,2026-04-21 03:06:33.33
cmo81lbys002rajuueidlmih6,ab473f1b-0464-4f90-8ddc-816a2fc6c375,cmo6te0hp001qxm9ijs7uzja5,260420-008,인천달빛스쿠터,completed,Z:\출력팀\Wooceo_출력백업\!2025년\접수대기\260421\인디고\4도\양면\260420-008_인천달빛스쿠터_양면_4up.pdf,260420-008_인천달빛스쿠터_양면_4up.pdf,양면,,,2,2026-04-21 03:06:54.223
cmo86suqo0000eql7k00tti9g,79bb8f2e-f173-4a49-8e85-e1a189b8e330,cmo81izee001aajuufhgw16du,260421-003,인천달빛스쿠터,completed,Z:\출력팀\Wooceo_출력백업\!2025년\접수대기\260421\인디고\4도 풀컬러 단면\단면\260421-003_인천달빛스쿠터_4도 풀컬러 단면_단면_압축제본_웨딩_용지별도_1up.pdf,260421-003_인천달빛스쿠터_4도 풀컬러 단면_단면_압축제본_웨딩_용지별도_1up.pdf,단면,4도 풀컬러 단면,,0,2026-04-21 05:32:21.113
cmo86suqo0001eql7qj5yzste,79bb8f2e-f173-4a49-8e85-e1a189b8e330,cmo81iygn0008ajuukwkb36lt,260421-002,인천달빛스쿠터,completed,Z:\출력팀\Wooceo_출력백업\!2025년\접수대기\260421\인디고\4도 풀컬러 단면\단면\260421-002_인천달빛스쿠터_4도 풀컬러 단면_단면_압축제본_웨딩_용지별도_1up.pdf,260421-002_인천달빛스쿠터_4도 풀컬러 단면_단면_압축제본_웨딩_용지별도_1up.pdf,단면,4도 풀컬러 단면,,1,2026-04-21 05:32:22.172
